-4.01587	1.68729	-1.06152	3.80266	-6.63367	0.860269	5.18394	-7.74968	-0.634986	8.83651	5.2364	5.06581	-6.57708	8.09286	0.754291	2.39801	5.51162	-4.31384	9.82872	5.71797	6.96367	7.19194	3.13876	-1.38927	-5.53723	2.20161	-1.11121	2.80522	9.78551	-1.45552	7.72424	-9.25579	-6.17776	-0.799602	5.59894	-2.43746	5.32738	-4.13946	-0.634211	1.09988	2.73008	6.64373	-9.37037	7.13887	-9.26679	1.90312	0.537831	-2.65233	-2.34153	-3.37311	9.94473	-2.89748	9.8698	-0.466159	6.11887	-6.1216	-1.1546	1.34604	-2.45981	1.13654	-7.56898	-6.32616	-3.75028	6.39662	-1.52723	-3.7699	-6.93162	0.702769	7.67297	-7.07866	-7.42654	9.48418	-2.88388	9.99022	1.84482	-4.66281	9.21625	-2.12439	-9.52373	1.85549	-6.21884	9.6591	2.65367	-5.4851	-2.97591	9.7242	4.24467	9.90567	7.49804	-4.5675	4.20981	-7.99277	9.15676	5.02552	-3.00369	-2.58996	7.84824	-6.25192	6.25309	8.39559	5.24019	-0.605588	-4.36642	2.74806	4.65163	-8.8112	-8.13029	-3.96623	-7.90062	0.393423	7.93211	-7.7902	2.10561	9.77561	0.200562	9.15791	7.91413	0.561552	-5.16921	-4.02137	0.546138	7.92964	5.90872	-2.92485	-0.510888	-1.62323	2.02225	-3.50035	
0.539124	-3.38918	2.98461	-2.84899	-6.66578	-7.3399	3.56239	1.07486	1.66411	-8.90033	1.00921	-5.03251	3.19472	1.60696	-5.34621	-7.19488	8.0467	4.50217	-0.531114	-9.95773	0.302884	-8.59573	0.869821	-4.1818	-1.42148	-0.0374575	5.6813	2.09675	6.99159	0.43668	2.6501	-0.329189	-8.16782	6.10117	7.80992	3.05879	-1.24493	-7.32546	0.54358	6.24073	0.949566	-3.13636	-4.96619	-9.95943	-9.23085	-9.80291	-1.66068	6.61227	-1.30307	-2.89363	-6.64816	8.45971	-8.93758	-8.13948	-8.31231	1.60352	5.25467	-3.9374	6.62844	-7.30611	-2.32828	1.70141	-8.10641	-6.70644	3.59955	2.43605	-0.0582083	6.51387	-1.76716	-0.817316	7.33936	8.81242	6.77527	-3.67613	-2.75156	-0.40317	-9.86677	7.66771	8.5817	2.5256	-9.21394	-7.19147	-3.48187	-6.22654	-2.58738	-3.26228	7.75548	-5.16208	7.85284	-9.60283	-5.52188	-3.09152	8.3392	-8.91962	-7.46593	9.96317	-7.0363	-9.11718	7.00534	5.57799	9.85407	-3.57059	6.08366	-6.44036	-4.33322	-0.338369	2.19329	8.53622	4.67463	-8.12349	-2.99207	-1.94093	9.21486	-3.4026	5.46619	-9.52216	-7.22688	-0.932489	-2.8786	1.98575	1.51195	-9.55426	-6.48883	4.72699	-0.332649	-5.50776	-5.07298	-5.22047	
-5.91457	-1.37687	-0.718669	9.21306	4.07548	9.40373	-5.72567	-2.56715	-8.83917	-3.37998	3.83107	-6.49675	-1.51302	-3.09325	-6.13618	-6.67366	-1.19791	-4.47856	-6.3153	1.39987	2.92854	2.71146	8.92427	-0.969516	-8.70964	-9.96321	-5.27976	8.09511	3.54304	2.6609	8.87339	5.80327	3.32895	1.96947	-0.599083	4.0464	-0.713916	5.30877	4.98035	-0.699916	3.51215	9.87714	-8.39496	1.02571	-1.63336	-1.45682	-4.00105	6.31537	-9.6991	0.768707	-3.00817	-9.55075	7.26789	-2.29382	-4.08863	-1.57873	1.08446	-3.40999	-0.0330301	-7.35414	-5.6423	-2.11839	1.81801	-8.64512	-2.76001	-8.85753	-8.98618	-7.56854	9.67144	9.74881	4.38152	2.39635	1.24957	-8.47399	-4.76038	9.63382	-8.78096	-3.65931	-5.18213	2.86058	9.699	1.27877	7.75597	5.00379	9.66046	5.54805	9.36751	-2.69924	-0.122129	-3.92112	1.67082	-2.55987	-8.90324	5.26833	2.82732	-4.97618	-9.75897	3.1387	-4.20735	3.35386	3.5573	-6.76181	1.10401	6.0368	0.0810967	-3.33725	-6.44896	-1.83283	7.56872	0.565605	-2.50148	-1.56227	-6.84544	4.76091	-4.10759	5.18324	-9.7893	-5.5299	-2.47433	-0.521885	9.53319	-6.05309	3.56988	3.2512	-3.57688	-9.16613	-2.89275	2.56338	
2.90016	4.25984	2.49364	-0.771989	-0.581222	-1.55929	0.672571	-6.69922	-1.32255	-1.41114	-5.46307	7.53468	2.49239	3.21397	8.09452	5.30821	-9.2929	9.38522	-1.67682	-2.94348	-1.58041	-9.61707	6.77476	2.49176	-2.78088	-3.52735	-1.83246	-7.66872	9.94336	-5.05856	1.064	8.41317	3.38233	3.44717	-9.60854	7.27384	4.48175	-2.93581	6.7635	8.62094	8.93882	-2.46676	-0.782089	4.68325	-8.21568	7.33884	9.6389	4.32076	6.62353	-8.45395	-5.14077	-9.10785	4.46962	-7.51603	8.81505	8.06412	3.39238	4.27854	-4.45808	-3.60514	-4.51155	-5.74613	-4.15841	-1.68809	3.85304	2.48851	-3.18712	5.66693	9.71297	7.18693	9.64045	-9.89446	1.59459	-7.27696	2.28075	0.139084	4.1692	1.9455	3.50042	6.93505	5.07872	6.20396	-0.896759	-3.41756	-9.39576	-0.475919	-7.77749	-9.08794	-3.88919	6.98406	-1.38848	-1.58668	-3.26834	9.81111	-4.72635	0.562006	-8.85196	-9.027	4.14675	6.64834	-4.31127	9.03973	7.06095	-1.41173	6.96411	2.42152	-6.09188	-2.9744	0.666421	-0.77862	-5.5355	4.0514	1.11805	-5.21265	-9.24746	-0.30138	8.34774	-6.33893	-8.06983	0.0618612	-9.53293	7.04557	9.54969	-7.21692	-1.77224	1.76126	5.15877	6.90718	
-1.55577	-5.27536	-9.9028	1.24737	0.101036	-1.16278	-4.84739	-9.47106	-8.92005	-5.72941	4.62611	3.72415	-4.86747	-8.75685	2.00238	-7.39194	7.40838	-6.80302	8.72062	6.31687	-3.09394	5.5062	-8.8334	1.05423	-3.51962	9.10014	-8.44146	8.21247	7.6257	-6.84508	9.74939	-4.27846	8.12402	9.81452	-5.32187	2.81312	7.03176	-0.668637	1.96881	5.653	-7.90696	-1.42429	-1.90223	5.68842	4.00062	0.0292673	0.740437	7.4119	-6.42254	1.78676	6.44803	4.79185	-1.16256	1.02107	-1.4899	-7.66422	4.59128	2.1557	6.88896	-1.98525	6.67298	4.33626	5.58675	2.828	8.14604	5.86468	2.97654	-2.47479	7.69261	-1.78524	-7.14439	8.50459	-5.04338	-5.3055	8.68035	-8.98388	6.79949	5.24131	-3.6352	7.81232	9.10647	8.00012	-1.06132	-2.8431	7.2204	3.49784	-4.99179	-3.16468	9.75305	-0.930924	6.02337	3.56355	2.50727	-7.85937	1.33262	7.39619	-1.06141	-9.87993	6.60655	-8.31614	-1.55193	-2.83933	-9.18243	5.502	-2.06853	-1.16467	6.50608	8.82269	-1.24597	-2.14859	7.45622	-3.88413	-5.6204	9.28606	1.4114	-3.19516	-9.73318	-7.08712	-0.00592832	-8.09625	8.82805	-2.01199	-9.09429	0.5868	-3.2635	-0.762653	-3.62086	9.41956	
1.30799	2.84244	3.83794	-5.96778	-9.13179	-8.99144	-9.37474	-2.06755	-7.69997	1.24154	4.53245	-7.55292	-6.78558	-3.9618	3.14383	-4.57242	-9.66428	3.28944	2.39699	4.24871	4.9314	-0.988963	-0.20391	5.17486	-4.74969	-8.02659	0.00324338	-8.36869	3.94063	4.58241	3.3648	-1.80905	-3.01452	-7.62904	0.701711	-5.16574	6.5279	-4.45704	1.27888	8.7771	-8.49337	-4.55388	8.46913	-8.5476	-0.407495	-2.42355	0.827529	-9.2856	-6.80057	-3.02861	1.35831	9.8729	-4.60814	-9.0559	8.03682	5.2129	3.07756	0.723934	6.76864	7.32094	-2.89944	1.90133	1.194	8.09324	8.40118	8.59455	3.19221	-6.45231	5.3931	-7.27116	4.8451	-4.85184	9.038	0.651646	-4.66327	-3.85854	9.55884	-2.00881	-5.49043	-5.60538	-7.42491	-7.62985	-7.4294	7.15049	9.89133	-6.50191	5.78533	4.51456	-9.68296	9.83791	-0.316497	-4.23705	9.58708	7.17858	-3.14809	-3.6094	-2.59776	-1.12396	-4.45101	-0.404746	-3.12664	-2.15907	-5.0461	8.70065	6.53354	7.21332	-4.30371	-3.41851	9.91091	6.38172	-5.99852	-6.03451	-1.42114	-6.54148	1.91078	7.81837	9.03872	-6.0734	-3.63472	5.80099	-3.37625	-4.64454	3.27817	2.66348	-0.725398	7.59208	-8.23599	-0.345377	
-5.16263	-0.825296	-9.29478	-2.30562	3.04435	2.78171	-0.63706	-5.50839	-0.704646	6.51276	7.16679	-0.282742	3.87769	6.12469	-8.56513	-8.40226	-6.58	1.42588	-5.02911	-9.63007	-5.45666	7.12094	5.15938	-8.912	4.66629	-1.16225	-4.83643	9.07905	1.17835	-1.70148	-9.44316	4.98857	6.46286	-5.98585	7.90508	7.24166	4.33406	3.28427	8.13848	8.38729	-0.00384154	-6.09894	4.72008	-4.0899	6.11888	-4.31798	-9.22425	-9.51923	2.32096	2.00141	-7.65426	-2.841	3.72326	-0.45254	-1.27427	-7.02987	-9.64924	8.93806	-3.76237	-8.61302	-8.54066	6.54332	5.25901	-5.1983	-8.34229	-5.42319	-9.90959	-7.22995	9.92697	3.42704	-8.16767	-3.08121	-4.30086	5.21234	-3.60923	7.06248	-2.83793	-6.11796	4.10098	-6.76315	9.47274	4.66418	-5.51567	-3.94205	-3.17415	7.35119	-0.69086	8.51575	-2.25804	-3.3976	-2.3352	2.97982	3.12331	3.17461	2.65847	-2.57472	-0.227967	0.78481	4.10469	-4.19434	-6.37483	9.91226	-8.50662	5.33595	6.91719	6.13531	2.80006	3.39491	4.08053	-3.46831	-1.52202	-9.56375	1.8931	-7.78974	7.31943	-3.9685	-6.97424	5.72064	8.92999	-6.39775	8.85572	5.47914	3.50186	0.564031	7.79381	-2.55274	2.17519	-4.95671	
-1.31703	-4.95823	4.78432	-1.7505	-1.24177	-8.6563	-2.85887	4.96065	-9.09288	6.97703	-5.94788	-5.3481	3.11606	-2.19676	8.52874	-6.07169	6.68787	7.74766	0.972683	8.463	-8.88251	-7.85599	3.34721	-7.32908	8.78921	2.32153	-1.37964	6.46933	5.55488	2.06703	-3.35194	5.49913	1.33898	-0.0859218	-8.03521	-4.99922	7.33634	-6.46908	-1.10096	8.84493	1.9168	-4.55849	-6.72029	-4.01562	-4.69118	7.25113	-1.37181	-7.47781	-1.76006	0.266466	2.62291	-6.07488	8.36294	2.33575	4.96502	-9.47816	4.45313	3.78853	6.72921	8.6342	1.38775	3.95731	-6.3409	4.93829	-3.43834	-7.69769	1.11442	-1.05039	4.39184	8.81442	-2.77517	5.93586	3.09565	0.778139	4.02639	-3.72206	-0.707801	7.06864	8.50292	7.34451	-5.86035	-5.30774	1.6205	-5.78842	-3.15971	-1.24884	-7.07473	7.56159	8.67056	9.63772	9.64083	-4.02688	-6.46117	0.558712	-7.42653	1.45629	-1.03515	-5.46368	1.59885	5.2315	5.77713	-2.76653	-0.919234	-5.40443	9.00803	-6.04501	0.672643	9.58883	0.743329	-6.53611	-5.95166	1.87322	5.03803	-9.5463	4.19238	7.7756	1.92191	-7.05029	7.16763	3.92468	-6.13855	-1.88924	0.144049	-4.8101	-1.15317	5.58842	-8.26019	4.70411	
7.3498	6.94832	-7.22307	-2.1627	-0.379928	-1.73291	2.26608	-4.50029	-2.23502	0.435082	6.75612	1.15467	2.75439	-8.76953	-5.18126	3.43966	5.79998	-5.05976	0.712605	-5.16261	2.05904	7.524	-2.06795	-1.7204	3.08747	7.75239	4.81829	2.04336	-4.65114	-0.803946	1.0527	-9.46783	-2.29301	-8.37107	2.35845	-6.69657	-1.9834	-4.35361	-1.11331	-4.58209	-3.88782	-4.53339	4.35045	-6.98758	3.78126	-4.04605	-1.95001	4.56938	-1.4086	-8.65331	9.97626	-1.75234	0.978498	-3.09261	1.16183	0.619727	5.50216	-9.70099	-9.14281	-4.0347	6.01936	-4.21995	-3.93797	0.647191	7.73288	0.889938	7.43739	7.01963	-3.71629	9.81154	7.19483	-9.04382	-5.33926	-3.77145	4.2393	-7.84087	4.5471	2.86235	4.6051	9.91348	-7.57148	7.20962	6.80948	-4.83578	-1.7742	-3.9101	-4.32846	-6.49118	9.60165	-7.61507	-2.76284	6.87644	-7.88048	-1.53401	0.701484	-0.417321	9.69956	3.65279	8.85627	3.51611	-5.63706	8.69228	6.54791	4.11844	0.172012	-1.23718	-6.98197	5.96436	-8.52462	3.97799	9.96332	2.00548	4.18803	-3.64462	6.67516	-3.34549	4.78975	8.17643	3.65549	-9.05592	-1.68331	-3.47103	1.62051	8.67549	0.978359	0.0497618	1.48355	-6.85197	
-7.18333	-5.09359	5.42883	-1.72151	0.608761	-2.94194	-3.9103	-4.50461	6.46278	-6.08969	9.86859	-6.19368	-6.56504	-4.43507	-1.11728	-7.11126	8.3725	6.70755	8.72108	-2.65522	4.49964	-1.84831	1.6028	1.32812	7.19829	-2.81078	-2.57189	1.44213	7.34097	-9.92442	5.06296	8.30904	-5.90192	-4.73345	2.01167	-5.82665	7.10964	3.72669	-3.75536	7.24101	-2.27231	6.01817	6.09759	8.66348	4.3106	-4.83801	0.594204	3.82036	-2.1151	-7.48576	0.469245	-2.445	-2.6801	-6.56533	-7.58899	-4.01372	-5.35141	-7.18734	-4.76937	9.50561	-5.8088	0.951445	-6.17006	-0.959725	7.10489	-6.01283	8.95583	-8.76289	3.10572	-4.1178	-0.453511	-8.38626	-7.81756	-8.50795	-1.16942	-3.47672	-7.25896	-7.95475	-8.8995	-0.927517	3.11339	-1.37941	8.55671	-5.75164	-4.82342	5.88386	-3.75536	-2.63561	-8.04174	-0.108697	-2.32279	-8.8828	9.51483	-5.61234	3.29592	-1.17966	0.596536	-4.16456	-2.10284	4.0338	-3.69298	-5.04018	-9.4307	7.82243	-5.2319	8.29975	-3.8704	0.421125	-1.37278	3.12003	7.93622	-9.13671	3.47677	-3.14964	-3.10048	2.01796	4.84627	4.19827	-7.21744	-0.160389	0.377948	0.235464	-5.92388	0.540098	-4.61777	3.46234	9.0229	-9.53884	
